no,ulasan,entity,GT,split
281,"
Tempat yg ok buat bermain bersama keluarga... Masuk free.... Yg jualan makanan juga banyak",Taman Merjosari,D,Taman Merjosari_D
282,"
Dekat area kampus..",Taman Merjosari,N,Taman Merjosari_N
283,"
Tempatnya enak ada tempat buat fitnes juga tapi gazebo nya dikit banget jd kalau kesini mesti rebutan duluan ke gazebo nya",Taman Merjosari,TD,Taman Merjosari_TD
284,"
Taman yang cukup indah, kebersihan terjaga disertai beberapa fasilitas olahraga.
Silahkan berkunjung, ada fasilitas parkir dan toilet juga.
Camilan dan makanan berat juga banyak dijual di sekitar.",Taman Merjosari,D,Taman Merjosari_D
285,"
Enak baksonya",Taman Merjosari,N,Taman Merjosari_N
286,"
Taman yang Sangat Luas, Asri, Sejuk, Alami Dan Banyak Mainan Untuk Anak"" Dan Orang Dewasa. Tapi Sayangnya sekarang Banyak yang Tidak Terawat.",Taman Merjosari,D,Taman Merjosari_D
287,"
Taman yang representatif......edukatif maupun sekedar jogging....",Taman Merjosari,D,Taman Merjosari_D
288,"
Luas",Taman Merjosari,N,Taman Merjosari_N
289,"
Asik untuk santai dan pose-pose",Taman Merjosari,D,Taman Merjosari_D
290,"
Muantab nyaman dan aman",Taman Merjosari,D,Taman Merjosari_D
291,"
Tempat lumayan bersih tapi sayang banyak kucing liar",Taman Merjosari,D,Taman Merjosari_D
292,"
RTH yang sangat dibutuhkan. Banyak memiliki wahana bermain dan olahraga. Sedikit disayangkan kondisi yang kurang terawat baik",Taman Merjosari,D,Taman Merjosari_D
293,"
enak buat rekreasi kluarga",Taman Merjosari,D,Taman Merjosari_D
294,"
Bagus",Taman Merjosari,D,Taman Merjosari_D
296,"
Perawatan kurang sedikit",Taman Merjosari,D,Taman Merjosari_D
297,"
Adem , dan banyak kucing",Taman Merjosari,D,Taman Merjosari_D
299,"
Fasilitas komplit jalan-jalan sore jadi sekalian nemenin anak* main keren. Sekalian bawa cemilan khas malang Banana Strudel ðŸ˜ƒ",Taman Merjosari,D,Taman Merjosari_D
300,"
Taman bersantai",Taman Merjosari,D,Taman Merjosari_D
301,"
Sangat memuaskan pelayanannya terus tingkatkan dan Sukses trus Gbu",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
302,"
Pelayanan sangat buruk, khususnya SECURITY apalagi dalam kondisi urgent",Rumah Sakit Saiful Anwar,TD,Rumah Sakit Saiful Anwar_TD
303,"
Antri nya begitu banyak",Rumah Sakit Saiful Anwar,N,Rumah Sakit Saiful Anwar_N
305,"
Apa ada loker lulusan SMA?",Rumah Sakit Saiful Anwar,N,Rumah Sakit Saiful Anwar_N
306,"
Dimana mendapatkan Vaksin Nusantara ya ?",Rumah Sakit Saiful Anwar,N,Rumah Sakit Saiful Anwar_N
307,"
Mohon maaf sebelumnya. Apakah ketika setelah periksa di poli tht klinik neurologi untuk nunggu hasilnya harus nunggu sampai 3 jam? Sedangkan yang diperiksa adalah anak kecil.",Rumah Sakit Saiful Anwar,N,Rumah Sakit Saiful Anwar_N
308,"
Nakes nakes ramah ramah. Yang sangat disayangkan petugas apotik loket 3 pasien JKN lantai bawah. galaknya minta ampun. Orang mohon informasi malah di gas. duh Gusti.",Rumah Sakit Saiful Anwar,TD,Rumah Sakit Saiful Anwar_TD
309,"
Rumah tipe A di Malang",Rumah Sakit Saiful Anwar,N,Rumah Sakit Saiful Anwar_N
310,"
Semoga RSSA sukses selalu dalam melayani pasien",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
311,"
Rumah sakit yang sangat ramah dan bersih. Rumah sakit pendidikan sangat baik dalam merawat pasien karna akan sangat teliti dan pasien juga menjadi bertambah pintar karna banyak pengetahuan medis yang didapat ðŸ‘",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
312,"
Saya pernah mengantarkan keluarga saya yang mendapatkan rujukan dari RS tipe B ke RSSA beberapa waktu lalu, RSSA salah satu RS rujukan tipe A dimalang dimana sarana dan prasarananya lengkap. Memang pasien disana sangat banyak, tetapi saya sangat puas dalam pelayanannya. Terima kasih RSSA",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
313,"
Semoga RSSA tetap memberikan pelayanan yang terbaik dan menjadi RS Five Star",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
314,"
RSUD Dr. Saiful Anwar Malang adalah RS pendidikan yang letaknya strategis dan karyawannya yang ramah.",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
317,"
RSUD dr. Saiful Anwar adalah rumah sakit yang sangat baik dan dapat mendidik para dokter yang sangat berkualitas",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
318,"
terima kasih atas pelayanan yang diberikan.",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
319,"
Sempat tes kesehatan disini. Awal masuk satpam membantu mengarahkan dan membantu memilihkan nomor antrian. Pemeriksaannya lengkap. Rumah sakitnya besar. Protokol kesehatan juga selalu dijaga mulai dari skrining di depan, jaga jarak dan pemeriksaan suhu, jadi merasa tenang dan terjaga.",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
320,"
dokter dan direksi berpengalaman dan tanggap",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
322,"
Fasilitas dilengkapi dengan peralatan canggih, pelayanan ramah, suasana nyaman",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
323,"
semuanya ramah2 dan fasilitasnya lengkap",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
324,"
RSSperalatan lengkap",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
325,"
Saya mendapatkan kesempatan untuk menjalani kegiatan P4R di FKUB-RSSA. Kami diterima dengan baik, acara penyerahannya berjalan lancar dan pegawai rumah sakit terutama pimpinan dan jajarannya profesional dan ramah. Pemateri kompeten dan sangat bersemangat.",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
326,"
Sangat luar biasa",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
327,"
Sedang mengikuti acara P4R yang diadakan oleh FKUB dan RSSA, acaranya menyenangkan, kami diajari untuk melakukan komunikasi efektif untuk bekal bekerja dikemudian hari. Acara tepat waktu dan pemateri sangat berkompeten.",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
328,"
Baik dan bagus dalam pelayanan",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
329,"
RSSA Tercinta, banyak ilmu yang di dapat. Semoga pasien pasien di angkat penyakitnya dan di berikan kesembuhan.",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
330,"
Pelayanan memuaskan, koass, dokter PPDS dan Perawat ramah ramah. Good Job",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
331,"
RS pendidikan yang menerapkan 5S baik dari segi pelayanan medis maupun non medisnya. Tetap dipertahankan dan terus ditingkatkan",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
332,"
Terima kasih saya ucapkan untuk pelayanan P4R yang sudah diberikan ole RSUD Saiful Anwar. Sejauh ini saya puas dan senang arena mendapatkan banyak informasi. Terima kasih",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
333,"
pelayanan terbaik, alat kedokteran canggih, dokter yang menangani sangat kompeten dan juga peduli terhadap pasiennya.",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
334,"
Rumah Kedua yang Luar biasa... terimakasih atas ilmunya bpk/ibu dokter",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
335,"
Alat-alat sangat lengkap",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
336,"
Pelayanan Ramah dan Profesional",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
337,"
pelayanan baik dan petugas sangat ramah..",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
338,"
Ibu saya dari 07.30 ke RSSA, jam 17.00 baru masuk rumah perkara administrasi. Rumah Singosari.",Rumah Sakit Saiful Anwar,TD,Rumah Sakit Saiful Anwar_TD
339,"
6 jam di RS, 3 menit konsultasi dr onko, 20 menit Dr. Dalam (yg bikin lama krn dokternya ngetik di hp mulu), sisanya antriiii subhanallah. 6 jam ini blm nebus obatnya.

Memangnya kalau bpjs harus diperlakukan spt ini? Bpjs juga tdk gratis, bayar tiap bulan. Sakit belum tentu sebulan sekali juga.

Kalau mau belajar sabar, bolehlah mampir di sini",Rumah Sakit Saiful Anwar,TD,Rumah Sakit Saiful Anwar_TD
342,"
Pelayanannya rawat inap kurang bagus khususnya kelas 3,semuanya lambat,tempat rawat inap juga kurang bersih khususnya toilet yang sangat terbatas,masa fasilitas kesehatan milik pemerintah kalah sama yang milik swasta mohon d koreksi masa bangunan megah d depanya saja",Rumah Sakit Saiful Anwar,TD,Rumah Sakit Saiful Anwar_TD
344,"
tempat penyelenggara pelatihan yang sudah terakreditasi dan menyenangkan, dengan seluruh panitia, pemateri & MOT yang kompeten, ramah serta selalu memberikan pelayanan yang terbaik. Semoga Allah memberikan pahala yang berlimpah untuk beliau2nya serta kemudahan, pemahaman, kelulusan, ilmu yang barokah bagi pesertanya. Aamiin",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
345,"
Pelayanan dan fasislitasnya mantap",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
346,"
bagus",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
347,"
Baik",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
348,"
Pelayanan lama banget .. buat saya gak recomended",Rumah Sakit Saiful Anwar,TD,Rumah Sakit Saiful Anwar_TD
350,"
Salam sehat, Salam Tangguh, RSSA bisa..",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
351,"
pelayanan buruk dan sangat tidak ramah di beberapa bagian",Rumah Sakit Saiful Anwar,TD,Rumah Sakit Saiful Anwar_TD
353,"
sangat menyenangkan",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
354,"
Bagian informasi masalah asuransi tidak ramah sama sekali",Rumah Sakit Saiful Anwar,TD,Rumah Sakit Saiful Anwar_TD
355,"
Pelayanan penyakit dalam lama bnget nunggu dipanggil dikter aja bsa 4-5. Jam dirumah sakit lain aja gak slama ini",Rumah Sakit Saiful Anwar,TD,Rumah Sakit Saiful Anwar_TD
356,"
mudah dijangkau, strategis tempatnya, petunjuk arahnya sangat membantu",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
357,"
MANTAP MATERINYA SANGAT BERMANFAAT",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
358,"
Suciati Widiyaningsih",Rumah Sakit Saiful Anwar,N,Rumah Sakit Saiful Anwar_N
359,"
Pelayanan nya sangat baik, dokter maupun perawat yang menangani sangat baik dan ramah.",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
360,"
pelayanan ramah dan lengkap fasilitasnya",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
361,"
pelayanan yang berkualitas",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
362,"
update ilmu..",Rumah Sakit Saiful Anwar,N,Rumah Sakit Saiful Anwar_N
363,"
terima kasih sudah berbagi ilmu",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
368,"
luar biasa RSSA telah mengadakan Webinar untuk update pengetahuan saya",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
369,"
RSSA Amaziiing",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
370,"
RUMAH SAKIT HEBAT BERSAHABAT",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
371,"
RUMAHSAKITPENDIDIKANYANGKOMPETEN",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
372,"
Materinya bagusðŸ˜Š",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
373,"
tempat yang nyaman aman dan luar biasa keren untuk praktik mahasiswa keperawatan.",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
374,"
sangat bermanfaat, terima kasih",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
375,"
Semoga ilmunya jd bermanfaat buat pasien",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
376,"
Mantaab, semoga terus ditingkatkan pelayanan nya ðŸ‘ðŸ‘",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
377,"
Update berdasarkan keilmuan dan pengalaman di lapangan.
Seminar tentang BLS ini sangat bermanfaat bagi nakes dan masyakat awam",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
378,"
sangat mengedukasi, semoga bermanfaat",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
379,"
rumah sakit terbesar dan ter lengkap",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
381,"
Pelayanan kesehatan yg sangat berkomitmen",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
383,"
SANGAT BAIK",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
384,"
Sangat bagus acaranya",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
385,"
pelayanan sudah lebih baik",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
386,"
Mantap RS nya",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
387,"
Wahana belajar yang komprehensif. Wonderful..",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
388,"
Webinarnya menarik.",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
391,"
Semoga selalu memberikan pengetahuan lagi tentang kesehatan kepada Tim Medis , paramedis, dan non medis.",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
394,"
semoga semakin maju dan terdepan",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
395,"
luar biasa dan sangat profesional",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
396,"
mantap",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
397,"
terima kasih ilmunya,,",Rumah Sakit Saiful Anwar,D,Rumah Sakit Saiful Anwar_D
398,"
Pelayanan sipp",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
400,"
Kritik: Untuk ibu penjaga bilik informasi; anda digaji untuk memberikan informasi yg baik dan benar, bukan malah main hp dan meng-underestimate orang.
Saran: Perlu adanya evaluasi terkait kinerja pelayanan, sop 3S (senyum, salam, sapa) dlam pelayanan administratif harus diterapkan agar msyarakat merasa nyaman dn rs lavalet bisa menjadi yang terbaik di kota Malang.",Rumah Sakit Lavalette,TD,Rumah Sakit Lavalette_TD
401,"
Pelayanan dari suster dan pegawainya mantap. Sangat amat ramah. Puas sekali dengan pelayanan ramahnya. Sukses terus untuk lavalet. Btw fotonya diambil dari parkiran",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
402,"
Kurang memadai. Petugas penerima rawat inap lemot, pasien ditumpuk dulu baru diantarkan ke ruangan. Kalau begitu apa gunanya nomer antrian? Kalau pasien yg mengantri lebih awal dapatnya ruangan sama dengan mengantri belakangan. Alur pelayananya sangat tidak recomendedðŸ‘Ž",Rumah Sakit Lavalette,TD,Rumah Sakit Lavalette_TD
404,"
Untuk pelayanan CS menurut saya sudah cukup informatif dan memberikan masukan informasi yg sangat baik. Tetapi di pelayanan apotek kurang bagus, mungkin kekurangan SDM atau administrasi yg tidak bagus sehingga pengambikan obat sangat lama, kemaren saya ambil obat non racik terlawat beberapa nomor antrian padahal posisi saya duduk di depan loket. Sehingga sempat menanyakan ke petugas dgn jawaban yg kurang mengenakan.... Padahal saya hanya pingin meluruskan kenapa nomor antrian saya bisa dilewati beberapa antriandi atas saya. Kalo bisa ditambah petugasnya di bagian obat obatan biar cepat pengambilan obatnya",Rumah Sakit Lavalette,TD,Rumah Sakit Lavalette_TD
405,"
RS dengan layanan yang baik",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
406,"
pelayanan ramah, fasilitas lengkap, ga ketat ketat amat, cuma parkir mobilnya sering overload",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
407,"
Rumah sakit yg bersih dan lengkap
Poli utk kontrol lengkap
Karyawan ramah dan gemar membantu pasien/keluarga pasien.
Menerima pasien dengan BPJS.
Tersedia Laboratorium,kantin makan di luar RS dan buka pada jam tertentu.",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
408,"
Pelayanan sangat sangat sangaat burukk....terutama satpam depaaann...ditanyak baek2 jawabnya nyengol....pelayanan satpam (laki2) depan tgl 23 Oktober 2021 jam 15:16..",Rumah Sakit Lavalette,TD,Rumah Sakit Lavalette_TD
409,"
Terimakasih RS Lavalette, pelayanannya sangat baik ramah dan memuaskan. Mbak bidannya baik-baik, semua dokternya yg merawat saya saat lahiran sangat baik. Semoga RS Lavalette semakin baik kedepannya. Aamiin ðŸ˜‡ðŸ™ðŸ»",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
410,"
Rumah Sakit yang konsisten mengusung green hospital dengan layanan yang ramah lingkungan, religius, bersih, fasilitas lengkap, nakes yang profesional dan administrasi transparan. Civitas hospitalia-nya juga ramah, bersahabat, dan sangat membantu. Kami sekeluarga dan juga keluarga besar mempercayakan layanan RS Lavalette untuk kebutuhan kesehatan keluarga. Terima kasih Lavalette...",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
411,"
Rumah sakit nya ramah . tidak bau obat. Lingkungan nya asri. Mantab",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
413,"
Hospital Garden Rumah Sakit Lavalette mmg asri dan nyaman banget, recomended banget buat semuanya yg membutuhkan pelayanan yg prima",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
414,"
Pelayanan dan tenaga medis tmbh profesional tata ruang n layout rumkit lbh nyaman dan memudahkan pasien.Sukses teruss buat Rumkit Lavalette.",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
416,"
RS dg tempat sejuk n nyaman.... Brasa menikmati alam.....#greenhospital #ngalamkipa #rslavalette #fightcovid-19",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
419,"
Siiiip",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
420,"
Haritage yg perlu dipertahan kan. Dengan kesejukan alami taman di dalam rumah sakit. ðŸ‘ŒðŸ»ðŸ‘ŒðŸ»ðŸ‘ŒðŸ»ðŸ‘ðŸ‘",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
421,"
Ruangan bersih dan nyaman",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
422,"
RS yg hijau & asri.... ComfortableðŸ‘",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
423,"
Sistem Tenaga kerjanya bagus dan berkualitas ðŸ’ªðŸ’ª",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
424,"
Rs lavalette tanggap dan peduli dgn covid 19 terutama vaksin ...kalau bisa klinik vaksin gotong royong d buka setiap hari untuk umum ...karna skrg masyarakat banyak yg cari. rs lavalette mantap joos..sangat peduli",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
426,"
RS yg Asri dan Sejuk",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
427,"
RS di tengah kota malang yg sejuk dan asri...",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
428,"
pelayanan sangat memuaskan,semoga lebih baikðŸ˜â¤ï¸",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
430,"
Pernah menjenguk Kyai saat beliau sakit dirawat di RS ini ... Alhamdulillah ... Petugasnya ramah , taman yang ditengah sangat nyaman untuk jagongan ðŸ‘ðŸ‘",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
432,"
RS yang asri , banyak lingkungan terbuka hijau , sangat baik untuk recovery pasien . Semoga Semakin baik melayani . Trimakasih RS Lavalette ðŸ‘",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
433,"
Semoga RS Lavalette tetap mengutamakan dalam pelayanan",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
434,"
Pelayanan memuaskan.. Mantaap",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
435,"
Suasana yang asri bikin pasien cepet sembuh..... tengkiu RS Lavalette, Semakin Sukses & semakin maju",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
436,"
RS nya asri dan nyaman...dokternya bagus dan perawat nya tanggap....",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
437,"
Green hospital..bikin adem",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
441,"
Layanan yang lengkap dan profesional, Sukses terus untuk civitas hospitalia RS. Lavalette malang",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
442,"
Pilihan utama",Rumah Sakit Lavalette,N,Rumah Sakit Lavalette_N
443,"
RS tengah kota yg asri, nyaman ... bikin adem di hati",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
444,"
Rumah sakit yg ramah pelayanan sangat baik",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
445,"
Insyaallah selalu memberikan pelayanan yg terbaik guna membuat customer puas â˜ºï¸",Rumah Sakit Lavalette,D,Rumah Sakit Lavalette_D
